age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
0.397260274,Private,0.125482795,Some-college,0.152542373,Married-civ-spouse,Others,Other-relative,Asian-Pac-Islander,Male,0.397959184,India,<=50K
0.397260274,Private,0.089834382,HS-grad,0.13559322,Separated,Sales,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.534246575,Private,0.108765181,HS-grad,0.13559322,Married-civ-spouse,Other-service,Husband,White,Male,0.397959184,United-States,<=50K
0.054794521,Private,0.15993651,HS-grad,0.13559322,Never-married,Adm-clerical,Own-child,White,Male,0.397959184,United-States,<=50K
0.465753425,Private,0.08959966,Masters,0.220338983,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.5,United-States,>50K
0.342465753,Private,0.150515673,5th-6th,0.033898305,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.397959184,Puerto-Rico,<=50K
0.02739726,Private,0.032986875,Some-college,0.152542373,Never-married,Sales,Own-child,White,Female,0.295918367,United-States,<=50K
0.109589041,Private,0.119217432,Bachelors,0.203389831,Never-married,Craft-repair,Own-child,White,Male,0.397959184,United-States,<=50K
0.273972603,Private,0.075989215,Masters,0.220338983,Married-civ-spouse,Tech-support,Husband,White,Male,0.602040816,United-States,>50K
0.246575342,Private,0.11013405,12th,0.118644068,Married-civ-spouse,Other-service,Husband,Black,Male,0.397959184,United-States,<=50K
0.315068493,Private,0.068227757,HS-grad,0.13559322,Married-civ-spouse,Transport-moving,Husband,White,Male,0.295918367,United-States,<=50K
0.547945205,Self-emp-not-inc,0.084373195,11th,0.101694915,Married-civ-spouse,Sales,Husband,White,Male,0.142857143,United-States,<=50K
0.287671233,Private,0.164635702,HS-grad,0.13559322,Married-civ-spouse,Tech-support,Husband,White,Male,0.5,United-States,>50K
0.424657534,Private,0.170227517,10th,0.084745763,Divorced,Sales,Not-in-family,White,Female,0.37755102,United-States,<=50K
0.397260274,Federal-gov,0.011064567,Some-college,0.152542373,Divorced,Transport-moving,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.383561644,State-gov,0.035831428,Masters,0.220338983,Divorced,Protective-serv,Not-in-family,White,Male,0.5,United-States,<=50K
0.205479452,Self-emp-not-inc,0.108795797,Bachelors,0.203389831,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.5,United-States,>50K
0.246575342,Private,0.125780109,HS-grad,0.13559322,Never-married,Machine-op-inspct,Own-child,White,Male,0.479591837,United-States,<=50K
0.616438356,Private,0.073048053,Some-college,0.152542373,Never-married,Others,Not-in-family,White,Female,0.387755102,United-States,>50K
0.452054795,Private,0.055590216,Assoc-voc,0.169491525,Married-civ-spouse,Other-service,Husband,White,Male,0.397959184,United-States,<=50K
0.287671233,Private,0.105487244,Assoc-acdm,0.186440678,Married-civ-spouse,Others,Wife,White,Female,0.397959184,United-States,>50K
0.273972603,State-gov,0.092829973,Bachelors,0.203389831,Never-married,Prof-specialty,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.534246575,Private,0.121096564,HS-grad,0.13559322,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,United-States,>50K
0.02739726,Private,0.053561406,7th-8th,0.050847458,Never-married,Craft-repair,Own-child,White,Male,0.316326531,United-States,<=50K
0.191780822,Private,0.049039785,9th,0.06779661,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.397959184,United-States,<=50K
0.753424658,Private,0.183152167,1st-4th,0.016949153,Divorced,Other-service,Not-in-family,Black,Male,0.397959184,United-States,<=50K
0.506849315,Private,0.019315879,HS-grad,0.13559322,Married-civ-spouse,Others,Husband,White,Male,0.5,United-States,>50K
0.178082192,Private,0.119171848,Bachelors,0.203389831,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.465753425,Private,0.198138965,Doctorate,0.254237288,Never-married,Prof-specialty,Not-in-family,White,Male,0.397959184,United-States,>50K
0.178082192,Private,0.139655891,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.5,United-States,>50K
0.178082192,Others,0.249530727,Bachelors,0.203389831,Never-married,Prof-specialty,Not-in-family,White,Male,0.5,United-States,<=50K
0.205479452,Private,0.137079398,Some-college,0.152542373,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.153061224,United-States,<=50K
0.178082192,Others,0.135283948,Some-college,0.152542373,Never-married,Sales,Not-in-family,White,Male,0.5,United-States,>50K
0.246575342,Private,0.06626154,Masters,0.220338983,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.397959184,United-States,<=50K
0.315068493,Private,0.131579431,Some-college,0.152542373,Divorced,Adm-clerical,Own-child,White,Female,0.43877551,United-States,>50K
0.287671233,State-gov,0.229788948,Bachelors,0.203389831,Divorced,Prof-specialty,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.02739726,Private,0.07806497,10th,0.084745763,Never-married,Other-service,Other-relative,White,Female,0.295918367,United-States,<=50K
0.205479452,Private,0.159659606,Some-college,0.152542373,Never-married,Prof-specialty,Not-in-family,White,Male,0.43877551,United-States,<=50K
0.438356164,Private,0.111489992,Masters,0.220338983,Married-spouse-absent,Others,Unmarried,White,Female,0.397959184,United-States,<=50K
0.589041096,Private,0.10395237,Bachelors,0.203389831,Married-civ-spouse,Others,Husband,White,Male,0.346938776,United-States,<=50K
0.589041096,Private,0.04537949,9th,0.06779661,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,<=50K
0.095890411,Private,0.093419838,HS-grad,0.13559322,Never-married,Craft-repair,Own-child,White,Male,0.397959184,United-States,<=50K
0.493150685,Private,0.062114793,Masters,0.220338983,Married-civ-spouse,Sales,Husband,White,Male,0.602040816,United-States,>50K
0.712328767,State-gov,0.098183664,Some-college,0.152542373,Widowed,Adm-clerical,Not-in-family,White,Female,0.37755102,United-States,<=50K
0.328767123,Private,0.043224135,HS-grad,0.13559322,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.397959184,United-States,>50K
0.383561644,Private,0.103448229,11th,0.101694915,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,<=50K
0.575342466,Private,0.248654433,Bachelors,0.203389831,Divorced,Exec-managerial,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.191780822,Private,0.043754809,HS-grad,0.13559322,Never-married,Other-service,Own-child,White,Female,0.346938776,United-States,<=50K
0.315068493,Private,0.222669743,HS-grad,0.13559322,Separated,Adm-clerical,Unmarried,White,Female,0.367346939,United-States,<=50K
0.369863014,Private,0.114120914,Assoc-voc,0.169491525,Married-civ-spouse,Tech-support,Husband,White,Male,0.397959184,United-States,>50K
0.630136986,Private,0.220838915,Some-college,0.152542373,Divorced,Sales,Not-in-family,White,Female,0.602040816,United-States,<=50K
0.191780822,Local-gov,0.249195994,Some-college,0.152542373,Married-civ-spouse,Protective-serv,Husband,White,Male,0.56122449,United-States,>50K
0.465753425,Private,0.194538541,Bachelors,0.203389831,Never-married,Adm-clerical,Unmarried,White,Male,0.193877551,United-States,<=50K
0.465753425,Private,0.153834431,11th,0.101694915,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0.397959184,Philippines,<=50K
0.082191781,Private,0.091402594,HS-grad,0.13559322,Never-married,Sales,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.438356164,Private,0.104323842,7th-8th,0.050847458,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.479591837,United-States,<=50K
0.534246575,Private,0.184789775,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.448979592,United-States,<=50K
0.301369863,Private,0.197791305,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,>50K
0.301369863,Self-emp-not-inc,0.064557257,Prof-school,0.237288136,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.5,United-States,>50K
0.178082192,Self-emp-not-inc,0.118326851,HS-grad,0.13559322,Divorced,Other-service,Unmarried,White,Female,0.397959184,United-States,<=50K
0.356164384,Self-emp-not-inc,0.153277903,Bachelors,0.203389831,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.5,Germany,<=50K
0.369863014,Others,0.100439031,Masters,0.220338983,Married-civ-spouse,Others,Husband,White,Male,0.346938776,United-States,<=50K
0.356164384,Self-emp-not-inc,0.088828821,Prof-school,0.237288136,Married-civ-spouse,Others,Husband,White,Male,0.295918367,United-States,>50K
0.328767123,Private,0.008549305,Some-college,0.152542373,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.459183673,United-States,>50K
0.356164384,Private,0.122721926,HS-grad,0.13559322,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.397959184,United-States,>50K
0.410958904,State-gov,0.027482146,Some-college,0.152542373,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,>50K
0.287671233,Self-emp-not-inc,0.101813343,Prof-school,0.237288136,Never-married,Others,Not-in-family,White,Male,0.448979592,United-States,>50K
0.397260274,Private,0.008792872,Assoc-voc,0.169491525,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,United-States,<=50K
0.02739726,State-gov,0.102332451,Some-college,0.152542373,Never-married,Other-service,Own-child,White,Female,0.397959184,United-States,<=50K
0.02739726,Others,0.176741208,5th-6th,0.033898305,Never-married,Other-service,Not-in-family,White,Male,0.5,Guatemala,<=50K
0.095890411,Private,0.205668422,Bachelors,0.203389831,Married-civ-spouse,Sales,Husband,White,Male,0.448979592,United-States,>50K
0.301369863,Self-emp-inc,0.100936369,Some-college,0.152542373,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.653061224,United-States,<=50K
0.273972603,Private,0.105815174,Assoc-voc,0.169491525,Divorced,Others,Not-in-family,White,Female,0.295918367,United-States,<=50K
0.315068493,Private,0.042009706,HS-grad,0.13559322,Divorced,Craft-repair,Unmarried,White,Male,0.397959184,United-States,<=50K
0.136986301,Private,0.238931521,Assoc-acdm,0.186440678,Never-married,Sales,Own-child,White,Female,0.397959184,United-States,<=50K
0.054794521,Private,0.185019053,Some-college,0.152542373,Never-married,Handlers-cleaners,Own-child,White,Male,0.112244898,United-States,<=50K
0.205479452,Private,0.243828015,HS-grad,0.13559322,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.397959184,United-States,<=50K
0.04109589,Others,0.100079805,HS-grad,0.13559322,Separated,Machine-op-inspct,Own-child,White,Male,0.397959184,United-States,<=50K
0.383561644,Others,0.359936237,Masters,0.220338983,Divorced,Transport-moving,Not-in-family,White,Male,0.479591837,United-States,>50K
0.397260274,Others,0.064096659,Prof-school,0.237288136,Married-civ-spouse,Protective-serv,Husband,White,Male,0.397959184,United-States,>50K
0.397260274,Private,0.064819193,Assoc-voc,0.169491525,Divorced,Exec-managerial,Unmarried,White,Female,0.448979592,United-States,<=50K
0.123287671,Private,0.013084533,Some-college,0.152542373,Never-married,Protective-serv,Not-in-family,White,Male,0.43877551,United-States,<=50K
0.410958904,Others,0.070503535,Bachelors,0.203389831,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0.602040816,United-States,<=50K
0.068493151,Private,0.070015723,Some-college,0.152542373,Never-married,Prof-specialty,Own-child,White,Female,0.091836735,United-States,<=50K
0.232876712,Self-emp-not-inc,0.230641429,HS-grad,0.13559322,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.602040816,United-States,<=50K
0.438356164,Private,0.126268602,1st-4th,0.016949153,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,Portugal,<=50K
0.04109589,Private,0.165760324,Some-college,0.152542373,Never-married,Handlers-cleaners,Own-child,White,Male,0.244897959,United-States,<=50K
0.150684932,Private,0.119394323,HS-grad,0.13559322,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.448979592,United-States,<=50K
0.178082192,Private,0.108737967,11th,0.101694915,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.397959184,United-States,<=50K
0.082191781,Private,0.111941746,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,<=50K
0.04109589,Private,0.214074173,9th,0.06779661,Never-married,Priv-house-serv,Own-child,White,Male,0.397959184,Mexico,<=50K
0.191780822,Private,0.176170393,Some-college,0.152542373,Married-civ-spouse,Other-service,Husband,White,Male,0.551020408,Mexico,<=50K
0.397260274,Private,0.164403022,1st-4th,0.016949153,Never-married,Machine-op-inspct,Own-child,White,Male,0.397959184,Puerto-Rico,<=50K
0.342465753,Others,0.123227427,HS-grad,0.13559322,Separated,Adm-clerical,Unmarried,White,Female,0.397959184,United-States,<=50K
0.178082192,Private,0.039291699,Bachelors,0.203389831,Never-married,Prof-specialty,Not-in-family,White,Male,0.5,United-States,<=50K
0.136986301,Private,0.024096033,Some-college,0.152542373,Married-civ-spouse,Others,Husband,White,Male,0.479591837,United-States,<=50K
0.04109589,Private,0.128152497,9th,0.06779661,Never-married,Sales,Own-child,White,Female,0.316326531,United-States,<=50K
0.534246575,Others,0.107318752,Bachelors,0.203389831,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.397959184,United-States,>50K
0.602739726,Private,0.110190519,HS-grad,0.13559322,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,United-States,<=50K
0.410958904,Private,0.109714953,HS-grad,0.13559322,Divorced,Exec-managerial,Unmarried,Black,Female,0.397959184,United-States,>50K
0.589041096,Private,0.01705915,9th,0.06779661,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.367346939,United-States,<=50K
0.219178082,Private,0.18885692,9th,0.06779661,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.5,United-States,<=50K
0.424657534,Private,0.231620456,Bachelors,0.203389831,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.448979592,Canada,>50K
0.534246575,Private,0.114014779,HS-grad,0.13559322,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.397959184,United-States,>50K
0.452054795,Private,0.037056742,Assoc-voc,0.169491525,Married-civ-spouse,Transport-moving,Husband,White,Male,0.551020408,United-States,>50K
0.547945205,Self-emp-not-inc,0.059313103,Masters,0.220338983,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.397959184,United-States,>50K
0.397260274,Others,0.206405924,Assoc-voc,0.169491525,Divorced,Tech-support,Other-relative,White,Female,0.357142857,United-States,<=50K
0.054794521,Private,0.069891218,Some-college,0.152542373,Never-married,Prof-specialty,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.273972603,Private,0.106026083,HS-grad,0.13559322,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.397959184,United-States,<=50K
0.342465753,Private,0.271065234,Some-college,0.152542373,Married-civ-spouse,Tech-support,Husband,White,Male,0.397959184,United-States,<=50K
0.04109589,Private,0.119455555,HS-grad,0.13559322,Never-married,Other-service,Own-child,White,Female,0.295918367,United-States,<=50K
0.506849315,Private,0.04993785,Doctorate,0.254237288,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.5,United-States,>50K
0.452054795,Private,0.073852909,Some-college,0.152542373,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,>50K
0.424657534,Private,0.328914219,Assoc-acdm,0.186440678,Married-civ-spouse,Transport-moving,Husband,White,Male,0.5,United-States,<=50K
0.095890411,Private,0.158967688,Some-college,0.152542373,Never-married,Sales,Other-relative,Black,Female,0.397959184,United-States,Others
0.397260274,Private,0.083326813,Masters,0.220338983,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.397959184,Philippines,>50K
0.342465753,Private,0.175552633,HS-grad,0.13559322,Divorced,Other-service,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.479452055,Others,0.130067008,Some-college,0.152542373,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,<=50K
0.561643836,Local-gov,0.05256605,Assoc-acdm,0.186440678,Widowed,Adm-clerical,Not-in-family,Black,Female,0.397959184,United-States,<=50K
0.273972603,Private,0.100910515,Some-college,0.152542373,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0.397959184,United-States,Others
0.232876712,Private,0.123131498,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,<=50K
0.123287671,Others,0.068606033,Some-college,0.152542373,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.397959184,United-States,<=50K
0.01369863,Private,0.071539712,Some-college,0.152542373,Never-married,Adm-clerical,Other-relative,White,Female,0.193877551,United-States,<=50K
0.328767123,Others,0.222669743,Some-college,0.152542373,Divorced,Sales,Not-in-family,White,Female,0.142857143,United-States,<=50K
0.054794521,Private,0.109861909,Assoc-acdm,0.186440678,Never-married,Adm-clerical,Own-child,White,Female,0.193877551,United-States,<=50K
0.082191781,Private,0.080527164,Assoc-voc,0.169491525,Never-married,Tech-support,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.123287671,Federal-gov,0.104925954,Some-college,0.152542373,Never-married,Tech-support,Own-child,White,Female,0.397959184,United-States,<=50K
0.095890411,Private,0.108572642,Some-college,0.152542373,Never-married,Exec-managerial,Own-child,White,Female,0.448979592,United-States,<=50K
0.356164384,Private,0.235675355,10th,0.084745763,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.418367347,China,<=50K
0.479452055,State-gov,0.294389068,HS-grad,0.13559322,Divorced,Adm-clerical,Not-in-family,White,Female,0.397959184,England,<=50K
0.602739726,Private,0.158909858,7th-8th,0.050847458,Divorced,Other-service,Unmarried,White,Female,0.397959184,United-States,<=50K
0.246575342,Private,0.099510351,HS-grad,0.13559322,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,United-States,<=50K
0.383561644,Self-emp-inc,0.106130177,HS-grad,0.13559322,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.551020408,United-States,>50K
0.356164384,Local-gov,0.148988282,HS-grad,0.13559322,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.397959184,United-States,>50K
0.465753425,Private,0.100810504,HS-grad,0.13559322,Married-civ-spouse,Protective-serv,Husband,White,Male,0.397959184,United-States,>50K
0.410958904,Federal-gov,0.013584592,Bachelors,0.203389831,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.448979592,Germany,>50K
0.068493151,Private,0.130616052,Some-college,0.152542373,Never-married,Adm-clerical,Own-child,White,Male,0.397959184,United-States,<=50K
0.02739726,Private,0.272464719,10th,0.084745763,Divorced,Other-service,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.136986301,Private,0.079814155,HS-grad,0.13559322,Never-married,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.342465753,Private,0.127625904,Assoc-acdm,0.186440678,Divorced,Others,Unmarried,White,Female,0.448979592,United-States,<=50K
0.082191781,Self-emp-not-inc,0.150987837,Some-college,0.152542373,Never-married,Farming-fishing,Own-child,White,Male,0.346938776,United-States,<=50K
0.04109589,Private,0.063123075,Some-college,0.152542373,Never-married,Tech-support,Not-in-family,White,Female,0.091836735,United-States,<=50K
0.410958904,Private,0.059798194,HS-grad,0.13559322,Married-civ-spouse,Transport-moving,Husband,White,Male,0.5,United-States,<=50K
0,Private,0.140509733,12th,0.118644068,Never-married,Other-service,Own-child,Black,Male,0.173469388,United-States,<=50K
0.301369863,Private,0.025694861,Some-college,0.152542373,Divorced,Sales,Unmarried,White,Female,0.397959184,United-States,<=50K
0.109589041,Private,0.17786583,9th,0.06779661,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,Mexico,<=50K
0.191780822,Private,0.081461968,Assoc-voc,0.169491525,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0.428571429,United-States,<=50K
0.493150685,Private,0.171211306,Assoc-voc,0.169491525,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.397959184,United-States,>50K
0.232876712,Private,0.170720092,Some-college,0.152542373,Separated,Craft-repair,Not-in-family,White,Male,0.448979592,United-States,<=50K
0.383561644,Self-emp-not-inc,0.035948448,Some-college,0.152542373,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.602040816,United-States,<=50K
0.246575342,Private,0.153928319,Masters,0.220338983,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,>50K
0.383561644,Private,0.104979702,Some-college,0.152542373,Widowed,Other-service,Unmarried,White,Female,0.448979592,United-States,Others
0.273972603,Self-emp-not-inc,0.182050677,Some-college,0.152542373,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.602040816,United-States,<=50K
0.493150685,Private,0.096739956,Assoc-acdm,0.186440678,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,United-States,>50K
0.246575342,Private,0.057475472,Masters,0.220338983,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.5,United-States,>50K
0.657534247,Others,0.220051748,Some-college,0.152542373,Married-civ-spouse,Sales,Husband,White,Male,0.397959184,United-States,<=50K
0.438356164,Self-emp-not-inc,0.030434874,10th,0.084745763,Divorced,Farming-fishing,Unmarried,White,Male,0.704081633,United-States,<=50K
0.095890411,Private,0.139845029,HS-grad,0.13559322,Never-married,Others,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.506849315,Private,0.068738702,Some-college,0.152542373,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,<=50K
0,Private,0.008269,10th,0.084745763,Never-married,Sales,Own-child,White,Female,0.112244898,United-States,<=50K
0.02739726,Private,0.106027444,12th,0.118644068,Never-married,Other-service,Own-child,White,Male,0.153061224,United-States,<=50K
0.589041096,Private,0.114492386,HS-grad,0.13559322,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.397959184,United-States,<=50K
0.123287671,Private,0.077339034,Some-college,0.152542373,Never-married,Exec-managerial,Own-child,Black,Female,0.397959184,United-States,<=50K
0.273972603,Self-emp-not-inc,0.072547313,HS-grad,0.13559322,Divorced,Exec-managerial,Unmarried,White,Male,0.551020408,United-States,<=50K
0.328767123,Private,0.053689992,Masters,0.220338983,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.37755102,United-States,>50K
0.02739726,Private,0.256119258,Some-college,0.152542373,Never-married,Adm-clerical,Not-in-family,White,Female,0.295918367,United-States,<=50K
0.424657534,Others,0.055435776,Bachelors,0.203389831,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.602040816,Greece,>50K
0.068493151,Private,0.128597447,Some-college,0.152542373,Never-married,Transport-moving,Not-in-family,White,Female,0.234693878,United-States,<=50K
0.109589041,Private,0.123222665,1st-4th,0.016949153,Never-married,Priv-house-serv,Not-in-family,White,Female,0.397959184,Guatemala,<=50K
0.01369863,Private,0.024493359,10th,0.084745763,Never-married,Other-service,Own-child,White,Male,0.051020408,United-States,<=50K
0.054794521,Private,0.117000844,HS-grad,0.13559322,Never-married,Handlers-cleaners,Own-child,White,Male,0.397959184,United-States,<=50K
0.410958904,Private,0.126714913,Some-college,0.152542373,Married-civ-spouse,Transport-moving,Husband,White,Male,0.5,United-States,<=50K
0.219178082,Private,0.065395451,HS-grad,0.13559322,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,0.357142857,United-States,<=50K
0.301369863,Private,0.119461678,HS-grad,0.13559322,Divorced,Craft-repair,Own-child,White,Male,0.397959184,United-States,<=50K
0.684931507,Self-emp-not-inc,0.108214776,Bachelors,0.203389831,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.071428571,United-States,>50K
0.02739726,Private,0.103591783,Some-college,0.152542373,Never-married,Other-service,Own-child,White,Male,0.234693878,United-States,<=50K
0.01369863,Private,0.064872941,10th,0.084745763,Never-married,Other-service,Own-child,White,Male,0.102040816,United-States,<=50K
0.260273973,Private,0.185586467,HS-grad,0.13559322,Never-married,Adm-clerical,Own-child,Black,Male,0.397959184,United-States,<=50K
0.082191781,Private,0.142925664,Some-college,0.152542373,Never-married,Machine-op-inspct,Own-child,White,Male,0.244897959,United-States,<=50K
0.246575342,Private,0.015264381,Some-college,0.152542373,Married-civ-spouse,Others,Husband,White,Male,0.397959184,United-States,<=50K
0.136986301,Private,0.058840938,HS-grad,0.13559322,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.397959184,Mexico,<=50K
0.671232877,Self-emp-inc,0.115993923,10th,0.084745763,Married-civ-spouse,Sales,Husband,White,Male,0.295918367,United-States,<=50K
0.671232877,Private,0.137416172,Masters,0.220338983,Married-civ-spouse,Sales,Husband,White,Male,0.5,United-States,<=50K
0.643835616,Others,0.164060804,Masters,0.220338983,Never-married,Others,Not-in-family,White,Female,0.346938776,United-States,<=50K
0.424657534,Private,0.226738249,Some-college,0.152542373,Divorced,Transport-moving,Not-in-family,White,Male,0.530612245,United-States,<=50K
0.465753425,Self-emp-not-inc,0.007520613,HS-grad,0.13559322,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.602040816,United-States,<=50K
0.109589041,Private,0.11011568,Bachelors,0.203389831,Married-civ-spouse,Craft-repair,Husband,White,Male,0.602040816,United-States,>50K
0.219178082,Private,0.10347,11th,0.101694915,Separated,Sales,Own-child,White,Female,0.193877551,United-States,<=50K
0.452054795,Private,0.048641779,HS-grad,0.13559322,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.5,United-States,<=50K
0.465753425,Private,0.207939438,7th-8th,0.847457627,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0.5,Dominican-Republic,<=50K
0.232876712,State-gov,0.119341936,Bachelors,0.203389831,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.37755102,United-States,>50K
0.328767123,Others,0.066003006,7th-8th,0.050847458,Never-married,Other-service,Unmarried,Black,Female,0.397959184,United-States,<=50K
0.178082192,Self-emp-not-inc,0.021035129,Some-college,0.152542373,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,United-States,<=50K
0.575342466,Private,0.06369321,Some-college,0.983050847,Divorced,Craft-repair,Not-in-family,White,Male,0.397959184,United-States,<=50K
0.328767123,Self-emp-not-inc,0.071886691,Some-college,0.152542373,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.397959184,United-States,>50K
0.260273973,Self-emp-not-inc,0.101813343,Masters,0.220338983,Never-married,Sales,Not-in-family,White,Male,0.448979592,United-States,>50K
0.273972603,Private,0.209736928,1st-4th,0.016949153,Married-civ-spouse,Others,Husband,White,Male,0.857142857,Mexico,<=50K
0.150684932,Private,0.034365269,HS-grad,0.13559322,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0.295918367,United-States,<=50K
0.02739726,Others,0.272136109,HS-grad,0.13559322,Never-married,Craft-repair,Own-child,White,Male,0.397959184,United-States,<=50K
0.150684932,Private,0.099827395,Some-college,0.152542373,Married-civ-spouse,Transport-moving,Husband,White,Male,0.448979592,United-States,<=50K
0.616438356,Private,0.142924984,10th,0.084745763,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.397959184,United-States,<=50K
0.260273973,Private,0.167709533,Masters,0.220338983,Married-civ-spouse,Sales,Husband,White,Male,0.448979592,United-States,>50K
0.561643836,Others,0.147595601,10th,0.084745763,Never-married,Craft-repair,Not-in-family,White,Male,0.397959184,Greece,Others
0.342465753,Others,0.115074767,HS-grad,0.13559322,Divorced,Sales,Unmarried,White,Male,0.5,United-States,<=50K
0.356164384,Others,0.080405381,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,Others
0.164383562,Private,0.013711818,HS-grad,0.13559322,Married-civ-spouse,Craft-repair,Husband,White,Male,0.397959184,United-States,<=50K
0.643835616,Local-gov,0.024196045,9th,0.06779661,Never-married,Adm-clerical,Other-relative,White,Male,0.397959184,United-States,<=50K
0.301369863,Private,0.08927105,Bachelors,0.203389831,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.193877551,United-States,Others
0.123287671,Private,0.171824983,Bachelors,0.203389831,Never-married,Sales,Own-child,Black,Female,0.193877551,United-States,<=50K
